30,23
Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,River,River,Plain,Plain,Plain
Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,River,River,Plain,Plain,Plain
Wood,Wood,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,River,River,Plain,Plain,Plain
Wood,Wood,Slope,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Bridge,Bridge,Bridge,Plain,Plain,Plain
Wood,Wood,Slope,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Bridge,Bridge,Bridge,Plain,Plain,Plain
Wood,Wood,Slope,Plain,Plain,Plain,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,River,River,Plain,Plain,Plain
Wood,Wood,Slope,Plain,Plain,Slope,Slope,Wood,Wood,Wood,Wood,Wood,Plane,Stockade,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,River,River,Plain,Plain,Plain
Wood,Wood,Slope,Plain,Plain,Slope,Wood,Wood,Wood,Wood,Wood,Wood,House,Plain,Wood,Wood,Wood,Wood,Plain,Village,Plain,Wood,Wood,Wood,Wood,River,River,Plain,Plain,Plain
Slope,Slope,Slope,Plain,Plain,Slope,Slope,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Plain,VillageEntrance,Plain,Wood,Wood,Wood,Wood,River,River,Plain,Plain,Plain
Plain,Wood,Plain,Plain,Plain,Wood,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,River,River,Plain,Plain,Plain
Plain,Plain,Castle,Castle,Castle,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Bridge,Bridge,Bridge,Plain,Plain,Plain
Plain,Plain,Castle,Castle,Castle,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,River,River,Plain,Plain,Plain
Plain,Plain,Plain,Gate,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Bridge,Bridge,Bridge,Plain,Plain,Plain
Plain,Wood,Plain,Plain,Plain,Wood,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,River,River,Plain,Plain,Plain
Plain,Plain,Plain,Plain,Plain,Slope,Slope,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,River,River,Plain,Plain,Plain
Wood,Wood,Slope,Plain,Plain,Slope,Wood,Wood,Wood,Wood,Wood,Wood,House,Plain,WeaponsShop,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,River,River,Plain,Plain,Plain
Wood,Wood,Slope,Plain,Plain,Slope,Slope,Wood,Wood,Wood,Wood,Wood,Plain,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,River,River,Plain,Plain,Plain
Wood,Wood,Slope,Plain,Plain,Plain,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,River,River,Plain,Plain,Plain
Wood,Wood,Slope,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Bridge,Bridge,Bridge,Plain,Plain,Plain
Wood,Wood,Slope,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Bridge,Bridge,Bridge,Plain,Plain,Plain
Wood,Wood,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,Slope,River,River,Plain,Plain,Plain
Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,River,River,Plain,Plain,Plain
Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,Wood,River,River,Plain,Plain,Plain
