30,30
River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River
River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River
River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,River,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall
River,River,River,River,Floor,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Floor,Floor,Floor,Floor,Wall,Floor,Wall,Floor,Floor,Wall,Wall
River,River,River,Stair,Wall,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall
River,River,River,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,River,Wall,River,Wall,River,Floor,Floor,Floor
River,River,River,Stair,Wall,Wall,Wall,Wall,Floor,Wall,Wall,Wall,Wall,Wall,Floor,Wall,Wall,Wall,Floor,Floor,Floor,River,River,Wall,River,Wall,River,River,Floor,Floor
River,River,River,Stair,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Wall,Floor,Floor,River,River,Wall,Wall,Seat,Wall,Wall,River,River,Floor
River,River,River,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Wall,Floor,Floor,River,River,Wall,Floor,Floor,Floor,Wall,River,River,Floor
River,River,River,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Wall,Floor,Floor,River,River,Wall,Floor,Floor,Floor,Wall,River,River,Floor
