30,13
Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea
Sea,Sea,Sea,Plain,Plain,Plain,Plain,Plain,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Plain,Plain,Sea,Plain,Plain,Wood,Plain,Plain,Sea,Sea
Sea,Sea,Plain,Castle,Castle,Castle,Wood,Mountain,Mountain,Sea,Sea,Sea,Sea,Sea,Sea,Plain,Sea,Sea,Plain,House,House,House,Plain,Plain,Wood,WeaponsShop,Wood,Plain,Plain,Sea
Sea,Plain,Plain,Castle,Castle,Castle,Plain,Mountain,Mountain,Mountain,Sea,Sea,Sea,Sea,Plain,Stockade,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Village,Plain,Plain,Sea
Sea,Plain,Plain,Plain,Gate,Plain,Plain,Mountain,Mountain,Mountain,Mountain,Sea,Sea,Sea,Plain,Plain,Plain,Plain,Wood,Wood,Plain,Plain,Plain,Plain,Plain,Plain,VillageEntrance,Plain,Plain,Sea
Sea,Plain,Plain,Plain,Plain,Plain,Wood,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Sea,Sea,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Sea
Plain,Plain,Plain,Plain,Plain,Plain,Plain,Wood,Mountain,Mountain,Mountain,Wood,Plain,Plain,Plain,Wood,Plain,Plain,Plain,Sea,Sea,Sea,Sea,Plain,Stockade,Plain,Plain,Plain,Plain,Sea
Sea,Plain,Plain,Village,Plain,Plain,Plain,Plain,Hill,Hill,Wood,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Sea,Sea,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Sea
Plain,Plain,Plain,VillageEntrance,Plain,Plain,Plain,Hill,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Wood,Wood,Sea,Sea,Plain,Plain,Village,Plain,Plain,Plain,Plain,Plain,Plain,Sea,Sea
Sea,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Stockade,Plain,Plain,Plain,Plain,Plain,Wood,Wood,Sea,Sea,Sea,Plain,Plain,VillageEntrance,Plain,Plain,Wood,Plain,Plain,Sea,Sea,Sea
Sea,Sea,Sea,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Wood,Plain,Plain,Sea,Sea,Sea,Sea,Sea,Sea,Plain,Plain,Wood,Plain,Plain,Plain,Sea,Sea,Sea,Sea
Sea,Sea,Sea,Plain,Plain,House,House,Sea,Sea,Sea,Sea,Plain,Plain,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Plain,Plain,Plain,Wood,Wood,Sea,Sea,Sea,Sea
Sea,Sea,Sea,Sea,Plain,Plain,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea
