30,28
Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,WeaponsShop,WeaponsShop,ItemsShop,ItemsShop,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert
Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Plain,Plain,Plain,Plain,Plain,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Plain,Plain,Plain,Desert
Desert,Desert,Desert,Desert,Castle,Castle,Castle,Desert,Desert,Desert,Plain,Plain,Plain,Plain,Plain,Plain,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Plain,Plain,Plain,Plain,Desert
Desert,Desert,Desert,Desert,Castle,Castle,Castle,Wood,Desert,Desert,Desert,Desert,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Desert,Desert,Desert,Wood,Plain,Plain,Plain,Plain,Desert,Desert
Desert,Desert,Desert,Desert,Plain,Gate,Plain,River,River,Wood,Desert,Desert,Desert,Desert,Desert,Desert,Plain,Plain,Plain,Plain,Plain,Desert,Desert,Plain,Plain,Plain,Desert,Desert,Desert,Desert
Desert,Desert,Desert,Desert,Desert,Wood,River,River,River,Wood,Plain,Desert,Desert,Desert,Desert,Desert,Desert,Plain,Plain,Plain,Plain,Plain,Stockade,Plain,Plain,Plain,Desert,Desert,Desert,Desert
Desert,Desert,Desert,Desert,Desert,Desert,River,River,River,Wood,Plain,Desert,Desert,Desert,Desert,Desert,Desert,Plain,Plain,Plain,Plain,Plain,Plain,Plain,Desert,Plain,Plain,Desert,Desert
Plain,Plain,Desert,Desert,Desert,Desert,Wood,Wood,Wood,Desert,Wood,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Wood,Desert,Desert,Wood
Desert,Desert,Plain,Plain,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Plain,Plain,Desert,Desert
Desert,Desert,Desert,Desert,Desert,Plain,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Wood,Desert,Desert,Desert,Desert,Desert,Desert,Plain,Desert,Desert
Desert,Desert,Desert,Desert,Desert,Desert,Plain,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Wood,Plain,Desert,Desert,Desert,Plain,Plain,Desert
Desert,Desert,Desert,Plain,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Wood,Desert,Desert,Plain,Plain,Desert
Desert,Desert,Plain,Stockade,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Plain,Desert,Desert,Desert
Desert,Desert,Desert,Plain,Plain,Plain,Plain,Desert,Desert,House,Plain,Plain,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Plain
Desert,Desert,Desert,Desert,Desert,Desert,Plain,Plain,Plain,Wood,Plain,Plain,Plain,Plain,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Plain,Plain,Plain
Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Plain,Plain,Plain,Plain,Plain,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Plain,Plain,Plain,Plain,Plain
Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Plain,Plain,Plain,Plain,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Desert,Plain,Plain,Plain,Plain,Plain,Plain,Wood
